0, 0, Header, 1, 17, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 526310
1, 158208, End_track
2, 0, Start_track
2, 0, Title_t, "E.PIANO 2"
2, 1536, System_exclusive, 5, 126, 127, 9, 1, 247
2, 1928, Program_c, 0, 5
2, 1932, Control_c, 0, 7, 105
2, 1932, Control_c, 0, 10, 64
2, 1932, Control_c, 0, 11, 127
2, 1936, Control_c, 0, 91, 50
2, 1936, Control_c, 0, 93, 30
2, 4636, Note_on_c, 0, 65, 84
2, 4640, Control_c, 0, 1, 0
2, 4640, Pitch_bend_c, 0, 8192
2, 4640, Note_on_c, 0, 54, 60
2, 4640, Note_on_c, 0, 61, 60
2, 4648, Note_on_c, 0, 58, 60
2, 5036, Note_off_c, 0, 61, 64
2, 5052, Note_off_c, 0, 54, 64
2, 5072, Note_off_c, 0, 65, 64
2, 5112, Note_off_c, 0, 58, 64
2, 5192, Note_on_c, 0, 63, 71
2, 5204, Note_on_c, 0, 58, 51
2, 5204, Note_on_c, 0, 56, 58
2, 5204, Note_on_c, 0, 60, 62
2, 5996, Note_off_c, 0, 60, 64
2, 6008, Note_off_c, 0, 56, 64
2, 6016, Note_off_c, 0, 63, 64
2, 6048, Note_off_c, 0, 58, 64
2, 6132, Note_on_c, 0, 63, 75
2, 6140, Note_on_c, 0, 56, 62
2, 6140, Note_on_c, 0, 60, 68
2, 6608, Note_off_c, 0, 56, 64
2, 6636, Note_off_c, 0, 63, 64
2, 6640, Note_off_c, 0, 60, 64
2, 6724, Note_on_c, 0, 61, 71
2, 6732, Note_on_c, 0, 56, 68
2, 6732, Note_on_c, 0, 53, 62
2, 7484, Note_off_c, 0, 53, 64
2, 7488, Note_off_c, 0, 56, 64
2, 7532, Note_off_c, 0, 61, 64
2, 7692, Note_on_c, 0, 65, 89
2, 7692, Note_on_c, 0, 58, 71
2, 7692, Note_on_c, 0, 54, 71
2, 7692, Note_on_c, 0, 61, 68
2, 8072, Note_off_c, 0, 61, 64
2, 8108, Note_off_c, 0, 54, 64
2, 8112, Note_off_c, 0, 65, 64
2, 8172, Note_off_c, 0, 58, 64
2, 8256, Note_on_c, 0, 63, 75
2, 8256, Note_on_c, 0, 56, 71
2, 8260, Note_on_c, 0, 60, 68
2, 8260, Note_on_c, 0, 58, 68
2, 9084, Note_off_c, 0, 63, 64
2, 9092, Note_off_c, 0, 56, 64
2, 9116, Note_off_c, 0, 58, 64
2, 9116, Note_off_c, 0, 60, 64
2, 9208, Note_on_c, 0, 63, 71
2, 9212, Note_on_c, 0, 56, 71
2, 9216, Note_on_c, 0, 60, 71
2, 9652, Note_off_c, 0, 56, 64
2, 9680, Note_off_c, 0, 60, 64
2, 9712, Note_off_c, 0, 63, 64
2, 9800, Note_on_c, 0, 61, 71
2, 9800, Note_on_c, 0, 56, 75
2, 9808, Note_on_c, 0, 53, 68
2, 10532, Note_off_c, 0, 56, 64
2, 10548, Note_off_c, 0, 53, 64
2, 10596, Note_off_c, 0, 61, 64
2, 10740, Note_on_c, 0, 65, 84
2, 10748, Note_on_c, 0, 58, 71
2, 10748, Note_on_c, 0, 61, 68
2, 10752, Note_on_c, 0, 54, 62
2, 11188, Note_off_c, 0, 61, 64
2, 11200, Note_off_c, 0, 54, 64
2, 11220, Note_off_c, 0, 65, 64
2, 11268, Note_off_c, 0, 58, 64
2, 11336, Note_on_c, 0, 63, 71
2, 11340, Note_on_c, 0, 58, 48
2, 11340, Note_on_c, 0, 56, 71
2, 11348, Note_on_c, 0, 60, 60
2, 12144, Note_off_c, 0, 63, 64
2, 12152, Note_off_c, 0, 60, 64
2, 12152, Note_off_c, 0, 56, 64
2, 12184, Note_off_c, 0, 58, 64
2, 12288, Note_on_c, 0, 63, 71
2, 12288, Note_on_c, 0, 56, 71
2, 12296, Note_on_c, 0, 60, 71
2, 12748, Note_off_c, 0, 56, 64
2, 12760, Note_off_c, 0, 60, 64
2, 12792, Note_off_c, 0, 63, 64
2, 12868, Note_on_c, 0, 61, 75
2, 12872, Note_on_c, 0, 53, 68
2, 12876, Note_on_c, 0, 56, 71
2, 13628, Note_off_c, 0, 53, 64
2, 13632, Note_off_c, 0, 56, 64
2, 13688, Note_off_c, 0, 61, 64
2, 13824, Note_on_c, 0, 65, 84
2, 13828, Note_on_c, 0, 61, 62
2, 13832, Note_on_c, 0, 58, 68
2, 13832, Note_on_c, 0, 54, 60
2, 14264, Note_off_c, 0, 61, 64
2, 14284, Note_off_c, 0, 54, 64
2, 14284, Note_off_c, 0, 65, 64
2, 14312, Note_off_c, 0, 58, 64
2, 14412, Note_on_c, 0, 63, 75
2, 14416, Note_on_c, 0, 56, 62
2, 14420, Note_on_c, 0, 60, 62
2, 14424, Note_on_c, 0, 58, 60
2, 14996, Note_off_c, 0, 58, 64
2, 14996, Note_off_c, 0, 60, 64
2, 15008, Note_off_c, 0, 56, 64
2, 15040, Note_off_c, 0, 63, 64
2, 15168, Note_on_c, 0, 63, 75
2, 15168, Note_on_c, 0, 60, 75
2, 15168, Note_on_c, 0, 56, 68
2, 15464, Note_off_c, 0, 56, 64
2, 15512, Note_off_c, 0, 60, 64
2, 15516, Note_off_c, 0, 63, 64
2, 15548, Note_on_c, 0, 61, 71
2, 15548, Note_on_c, 0, 65, 89
2, 15552, Note_on_c, 0, 56, 84
2, 15636, Note_off_c, 0, 56, 64
2, 15660, Note_off_c, 0, 65, 64
2, 15660, Note_off_c, 0, 61, 64
2, 15744, Note_on_c, 0, 61, 62
2, 15744, Note_on_c, 0, 56, 71
2, 15744, Note_on_c, 0, 65, 75
2, 16736, Note_off_c, 0, 56, 64
2, 16748, Note_off_c, 0, 65, 64
2, 16760, Note_off_c, 0, 61, 64
2, 16892, Note_on_c, 0, 61, 62
2, 16892, Note_on_c, 0, 54, 68
2, 16892, Note_on_c, 0, 58, 68
2, 16892, Note_on_c, 0, 65, 94
2, 18276, Note_off_c, 0, 61, 64
2, 18280, Note_off_c, 0, 65, 64
2, 18292, Note_off_c, 0, 54, 64
2, 18344, Note_off_c, 0, 58, 64
2, 18412, Note_on_c, 0, 63, 71
2, 18412, Note_on_c, 0, 58, 51
2, 18416, Note_on_c, 0, 56, 62
2, 18428, Note_on_c, 0, 60, 60
2, 19792, Note_off_c, 0, 60, 64
2, 19808, Note_off_c, 0, 63, 64
2, 19812, Note_off_c, 0, 56, 64
2, 19820, Note_off_c, 0, 58, 64
2, 19960, Note_on_c, 0, 54, 60
2, 19960, Note_on_c, 0, 65, 89
2, 19964, Note_on_c, 0, 61, 71
2, 19964, Note_on_c, 0, 58, 71
2, 21436, Note_off_c, 0, 58, 64
2, 21436, Note_off_c, 0, 65, 64
2, 21440, Note_off_c, 0, 61, 64
2, 21440, Note_off_c, 0, 54, 64
2, 23040, Note_on_c, 0, 65, 89
2, 23044, Note_on_c, 0, 58, 71
2, 23048, Note_on_c, 0, 61, 68
2, 23048, Note_on_c, 0, 54, 71
2, 24408, Note_off_c, 0, 61, 64
2, 24428, Note_off_c, 0, 65, 64
2, 24432, Note_off_c, 0, 54, 64
2, 24528, Note_off_c, 0, 58, 64
2, 24584, Note_on_c, 0, 58, 42
2, 24588, Note_on_c, 0, 60, 68
2, 24588, Note_on_c, 0, 56, 68
2, 24592, Note_on_c, 0, 63, 71
2, 25940, Note_off_c, 0, 56, 64
2, 25940, Note_off_c, 0, 60, 64
2, 25948, Note_off_c, 0, 58, 64
2, 25968, Note_off_c, 0, 63, 64
2, 26112, Note_on_c, 0, 54, 58
2, 26112, Note_on_c, 0, 65, 78
2, 26116, Note_on_c, 0, 61, 62
2, 26116, Note_on_c, 0, 58, 71
2, 27636, Note_off_c, 0, 58, 64
2, 27640, Note_off_c, 0, 61, 64
2, 27640, Note_off_c, 0, 65, 64
2, 27640, Note_off_c, 0, 54, 64
2, 35328, Note_on_c, 0, 65, 78
2, 35328, Note_on_c, 0, 54, 60
2, 35328, Note_on_c, 0, 58, 62
2, 35328, Note_on_c, 0, 61, 62
2, 35788, Note_off_c, 0, 54, 64
2, 35804, Note_off_c, 0, 65, 64
2, 35808, Note_off_c, 0, 61, 64
2, 35864, Note_off_c, 0, 58, 64
2, 35916, Note_on_c, 0, 58, 48
2, 35920, Note_on_c, 0, 56, 60
2, 35924, Note_on_c, 0, 63, 75
2, 35924, Note_on_c, 0, 60, 51
2, 36732, Note_off_c, 0, 60, 64
2, 36748, Note_off_c, 0, 56, 64
2, 36768, Note_off_c, 0, 63, 64
2, 36772, Note_off_c, 0, 58, 64
2, 36876, Note_on_c, 0, 63, 68
2, 36884, Note_on_c, 0, 56, 62
2, 36884, Note_on_c, 0, 60, 65
2, 37332, Note_off_c, 0, 56, 64
2, 37356, Note_off_c, 0, 60, 64
2, 37368, Note_off_c, 0, 63, 64
2, 37440, Note_on_c, 0, 61, 71
2, 37444, Note_on_c, 0, 56, 68
2, 37448, Note_on_c, 0, 53, 62
2, 38172, Note_off_c, 0, 53, 64
2, 38196, Note_off_c, 0, 56, 64
2, 38228, Note_off_c, 0, 61, 64
2, 38412, Note_on_c, 0, 65, 84
2, 38416, Note_on_c, 0, 58, 68
2, 38416, Note_on_c, 0, 54, 68
2, 38416, Note_on_c, 0, 61, 62
2, 38828, Note_off_c, 0, 61, 64
2, 38852, Note_off_c, 0, 65, 64
2, 38860, Note_off_c, 0, 54, 64
2, 38904, Note_off_c, 0, 58, 64
2, 38984, Note_on_c, 0, 63, 75
2, 38988, Note_on_c, 0, 56, 68
2, 38988, Note_on_c, 0, 60, 65
2, 39000, Note_on_c, 0, 58, 62
2, 39740, Note_off_c, 0, 60, 64
2, 39748, Note_off_c, 0, 56, 64
2, 39768, Note_off_c, 0, 58, 64
2, 39828, Note_off_c, 0, 63, 64
2, 39928, Note_on_c, 0, 63, 71
2, 39932, Note_on_c, 0, 56, 68
2, 39936, Note_on_c, 0, 60, 68
2, 40216, Note_off_c, 0, 56, 64
2, 40288, Note_off_c, 0, 63, 64
2, 40300, Note_off_c, 0, 60, 64
2, 40344, Note_on_c, 0, 56, 68
2, 40344, Note_on_c, 0, 65, 75
2, 40344, Note_on_c, 0, 61, 62
2, 41248, Note_off_c, 0, 56, 64
2, 41264, Note_off_c, 0, 65, 64
2, 41268, Note_off_c, 0, 61, 64
2, 41452, Note_on_c, 0, 54, 62
2, 41452, Note_on_c, 0, 65, 84
2, 41456, Note_on_c, 0, 58, 71
2, 41456, Note_on_c, 0, 61, 71
2, 41872, Note_off_c, 0, 61, 64
2, 41908, Note_off_c, 0, 65, 64
2, 41908, Note_off_c, 0, 54, 64
2, 41984, Note_off_c, 0, 58, 64
2, 42048, Note_on_c, 0, 58, 47
2, 42052, Note_on_c, 0, 63, 71
2, 42056, Note_on_c, 0, 56, 62
2, 42060, Note_on_c, 0, 60, 60
2, 42800, Note_off_c, 0, 60, 64
2, 42852, Note_off_c, 0, 56, 64
2, 42856, Note_off_c, 0, 63, 64
2, 42892, Note_off_c, 0, 58, 64
2, 43004, Note_on_c, 0, 63, 62
2, 43012, Note_on_c, 0, 56, 60
2, 43012, Note_on_c, 0, 60, 62
2, 43472, Note_off_c, 0, 56, 64
2, 43484, Note_off_c, 0, 60, 64
2, 43492, Note_off_c, 0, 63, 64
2, 43588, Note_on_c, 0, 61, 75
2, 43592, Note_on_c, 0, 56, 71
2, 43592, Note_on_c, 0, 53, 60
2, 44304, Note_off_c, 0, 53, 64
2, 44308, Note_off_c, 0, 56, 64
